Advisor_Id,Investment_Id,Transaction_Type
991022,120816,0.19047619047619047
991023,120816,0.28
991024,120816,0.5
991024,105561,0.42857142857142855
991031,120816,0.0
991040,120816,0.16666666666666666
991040,120821,0.0
991042,105561,0.3333333333333333
991048,106023,0.5010418701143957
991052,120816,0.2
991057,120816,0.297530658488413
991063,120816,0.3333333333333333
991068,120816,0.0
991073,120816,0.0
991077,120816,0.16666666666666666
991090,120816,0.18181818181818182
991092,120816,0.0
991103,120816,0.07692307692307693
991112,120816,0.0
991123,120816,0.0
991136,120816,0.3763486863733967
991139,120816,1.0
991149,120821,0.5555555555555556
991149,120816,0.3333333333333333
991154,120816,0.0
991156,120816,0.0
991157,120816,1.0
991158,120816,0.4444444444444444
991160,120816,0.15789473684210525
991171,120816,0.25
991173,120816,0.9
991175,120816,0.0
991177,120821,0.3502829706493153
991178,120816,0.0
991184,120816,0.36221575728057775
991195,120816,0.5
991229,120816,0.3333333333333333
991229,120821,0.32223175880345806
991232,120821,0.32324369682104453
991234,120816,0.3225806451612903
991235,120821,0.32041859903582465
991237,120816,0.375
991246,120816,0.5
991263,120816,0.9285714285714286
991264,120821,0.0
991267,120816,0.3333333333333333
991273,106020,1.0
991273,120816,1.0
991277,120816,0.18181818181818182
991289,120816,0.2
991291,120816,0.07692307692307693
991293,120821,0.2909314337722818
991294,120816,0.26424707770874195
991301,120816,0.3632900468780737
991303,120816,0.8333333333333334
991304,120816,0.3831361332472732
991307,120816,0.0
991315,120816,0.3031062009592064
991321,120816,1.0
991326,120816,0.3333333333333333
991326,120821,0.291038680736012
991327,120821,0.2874547889522031
991341,120816,0.16666666666666666
991342,120816,0.09090909090909091
991349,120816,0.0
991350,120816,0.0
991355,120821,0.2304996968411303
991359,120816,0.4
991377,106023,0.0
991378,120821,0.2044368189626542
991383,106366,0.33994639023567536
991386,120816,0.25
991387,120816,0.38461538461538464
991388,105561,0.8333333333333334
991391,120816,0.0
991392,120816,0.0
991393,120816,0.12195121951219512
991396,120816,0.4
991411,120821,0.0
991415,120816,0.0
991416,120816,0.0
991418,120816,0.2222222222222222
991420,120816,0.2631578947368421
991424,120821,0.22402385805284136
991425,120816,0.0
991426,120816,0.2222222222222222
991429,120816,0.2
991431,120816,0.0
991435,120816,1.0
991439,120816,0.4
991444,120816,0.0
991446,120821,0.3333333333333333
991450,120816,1.0
991455,120816,0.7142857142857143
991459,120816,0.2857142857142857
991465,120816,0.26386649897667325
991482,106366,0.4406143581236582
991483,120821,0.23820753024912192
991486,120816,0.0
991490,120816,0.16666666666666666
991497,120816,0.3541666666666667
991497,106023,0.6666666666666666
991502,120816,0.6666666666666666
991507,120816,0.8
991512,120816,0.0
991527,120816,0.09523809523809523
991531,120816,0.23529411764705882
991541,120816,1.0
991545,120816,0.0
991547,120816,0.0
991552,120821,0.208853491246319
991553,120816,0.0
991568,120816,0.16666666666666666
991568,120821,0.6
991573,120816,0.1758922621686972
991582,120816,0.06666666666666667
991586,120816,0.0
991615,120816,0.2459016393442623
991620,120816,0.3
991621,120816,0.2260642707381002
991633,120816,0.2250517698067904
991634,120816,0.22730450832652208
991641,120816,1.0
991644,120816,0.24863249939336762
991656,120816,0.125
991661,120816,0.6666666666666666
991663,120816,0.0
991665,120821,1.0
991671,120816,0.5
991675,120816,0.13333333333333333
991692,106023,1.0
991692,105561,0.49608836539440615
991693,106023,0.7759949838248072
991694,120816,0.0
991698,120816,1.0
991717,120816,1.0
991721,120816,0.0
991729,120816,0.5714285714285714
991732,120816,0.5
991734,120816,0.5
991742,120816,0.14285714285714285
991744,111794,0.0
991752,120821,1.0
991752,120816,1.0
991757,111794,0.0
991758,120816,0.375
991770,120816,0.1951219512195122
991778,120816,0.125
991779,120816,1.0
991791,120816,0.14285714285714285
991802,120816,0.3017589654279902
991807,120816,0.4
991818,120816,0.2222222222222222
991819,120816,0.0
991827,120821,0.29063526760561226
991830,120816,0.16666666666666666
991834,120821,0.29146677146420186
991840,120816,0.625
991843,120821,0.0
991843,120816,0.14285714285714285
991844,120816,0.0
991851,120821,0.3031796243343675
991855,120816,0.0
991856,120816,0.75
991864,105561,0.5
991874,120816,0.5789473684210527
991877,120816,0.39733620609929066
991886,120816,0.5
991887,120816,0.625
991894,120816,0.0
991899,120821,0.34749918956498654
991909,120816,0.0
991910,120816,0.5
991914,120816,0.8181818181818182
991917,106366,0.4
991939,120816,0.25
991946,120821,0.6666666666666666
991950,120816,0.0
991961,120816,0.4117647058823529
991961,120821,0.5
991964,120816,0.4
991969,120816,0.0
991971,106366,0.5
991971,105561,0.25
991976,120816,0.3333333333333333
991978,120816,0.6
991987,120816,0.17647058823529413
991990,120816,0.0
991991,120816,0.3333333333333333
991994,120816,0.75
991995,120816,0.0
992009,120816,0.0
992011,120816,0.17391304347826086
992019,120821,0.5
992019,120816,0.14814814814814814
992030,120816,0.2222222222222222
992032,120816,0.25
992034,120816,0.7777777777777778
992034,120821,0.75
992035,120816,0.08333333333333333
992042,120816,0.5
992045,120821,0.3430339660058663
992055,120816,0.0
992075,120816,0.0
992085,120821,0.6666666666666666
992088,105561,0.5625
992093,120816,0.23076923076923078
992095,105561,0.75
992097,120816,0.0
992118,120821,0.42059375563409057
992124,120816,0.5
992125,120816,0.5666666666666667
992126,106023,0.5
992134,120816,1.0
992136,105561,0.6666666666666666
992136,120816,0.5714285714285714
992140,105561,1.0
992140,120816,0.25
992142,120821,1.0
992150,120816,0.6
992156,120816,0.0
992159,120816,0.5714285714285714
992160,120816,1.0
992161,120816,0.75
992166,120816,0.1111111111111111
992167,120816,1.0
992187,120816,0.15789473684210525
992188,120816,1.0
992190,120816,0.3333333333333333
992197,120816,0.07692307692307693
992211,120816,0.7142857142857143
992235,120816,0.1111111111111111
992241,105561,0.43478260869565216
992251,120816,0.37006347564189895
992254,105561,0.4444444444444444
992263,120816,1.0
992284,120816,1.0
992285,120816,0.0
992291,106366,0.0
992299,120816,0.40540540540540543
992303,120816,1.0
992309,106023,0.6666666666666666
992314,105561,0.42857142857142855
992322,120816,0.0
992323,120816,0.16666666666666666
992336,120816,0.0
992337,120816,0.21033025204615904
992337,111794,0.0
992354,120823,0.30657848447482117
992354,120816,0.3333333333333333
992366,120816,0.0
992371,120816,0.0
992383,120816,0.33246233290738597
992394,120816,0.10526315789473684
992397,120816,0.4
992400,120816,0.0
992401,120816,0.2857142857142857
992403,120816,0.2857142857142857
992409,120816,0.0
992420,120816,0.0
992432,120816,0.2857142857142857
992449,120816,0.7777777777777778
992464,106366,0.25
992465,120816,0.30434782608695654
992467,120816,0.5
992472,105561,0.75
992472,120821,1.0
992481,106366,0.0
992481,120821,0.0
992481,120816,0.8333333333333334
992488,120816,0.45454545454545453
992491,120816,0.0
992503,120816,0.0
992511,120821,0.31068241123571116
992513,120816,0.043478260869565216
992521,120816,0.4166666666666667
992525,120816,0.0
992527,120821,0.5454545454545454
992529,120816,0.0
992540,120816,0.125
992542,120816,1.0
992546,120816,0.1111111111111111
992550,120816,1.0
992551,120821,1.0
992555,120816,0.0
992567,120821,0.5
992575,120816,0.42857142857142855
992576,120816,0.5
992577,120816,0.16216216216216217
992581,120816,1.0
992589,120821,0.4093185760608332
992591,106366,0.0
992592,120816,0.8571428571428571
992607,120821,0.0
992610,120816,1.0
992628,120816,0.0
992633,105561,0.5294117647058824
992636,120816,0.38745642803295716
992637,120816,0.3711968268716738
992639,120816,0.0
992646,120816,0.0
992657,120816,0.5555555555555556
992658,120816,0.0
992663,120816,0.6923076923076923
992663,120821,0.5
992664,120816,0.5555555555555556
992664,120821,0.6
992665,105561,0.0
992665,120816,0.0
992666,120816,0.44115177542076317
992667,120816,1.0
992671,120816,0.6071428571428571
992671,105561,0.4701306282397627
992672,120816,1.0
992673,120821,0.47368421052631576
992673,120816,0.5217391304347826
992673,111794,0.0
992673,111793,0.0
992675,120816,0.0
992715,120816,0.42928213890925077
992742,120816,0.41025641025641024
992747,120816,0.0
992748,120816,0.0
992749,120821,0.0
992749,120816,0.2857142857142857
992756,120816,0.573170731707317
992760,120821,0.5
992760,120816,0.5
992766,120816,0.0
992772,120816,0.3076923076923077
992783,120816,0.0
992789,120816,0.8571428571428571
992789,120821,0.16666666666666666
992791,120821,1.0
992800,120816,1.0
992805,106366,0.0
992805,120816,1.0
992814,106023,0.6666666666666666
992814,120816,0.6666666666666666
992826,120821,1.0
992832,120816,0.0
992833,105561,0.8
992838,120816,1.0
992849,120816,0.40808679522067265
992851,120816,0.3687495267132697
992855,120816,0.18518518518518517
992861,120816,0.0
992869,105561,0.0
992874,120816,1.0
992877,120816,0.8
992880,120816,0.5348466512802822
992884,120821,0.0
992884,120816,0.5744145207525974
992895,120816,0.6
992896,120816,0.5701224587235515
992914,120816,0.2857142857142857
992914,120821,0.0
992915,120816,0.3333333333333333
992922,120816,1.0
992925,120816,0.8
992936,120816,0.5
992937,120816,0.5
992942,120816,0.0
992944,106020,0.0
992944,120823,0.5
992950,120821,1.0
992955,120821,0.75
992959,120816,0.0
992971,120821,1.0
992973,106366,0.0
992974,120821,1.0
992976,120816,0.39946560216269067
992982,120816,0.4
992986,120816,0.3333333333333333
992995,120816,0.5
992999,105561,0.6470588235294118
993005,120816,1.0
993011,120821,0.0
993028,105561,0.25
993028,120821,1.0
993034,120821,0.6192314199956497
993035,120816,0.5
993042,106366,0.0
993060,120816,0.2
993061,106366,0.0
993072,111794,0.0
993079,120816,0.0
993080,120821,0.375
993081,120816,0.0
993093,106366,0.3333333333333333
993095,120816,0.36363636363636365
993095,120821,0.428626865509282
993098,120821,0.21428571428571427
993098,120816,0.6176470588235294
993107,120816,1.0
993122,120816,1.0
993128,120816,0.16666666666666666
993134,120816,0.3333333333333333
993139,120816,0.2777777777777778
993141,120816,0.2573757611989785
993149,120816,0.05
993157,120816,0.30221949315813135
993161,120816,0.25
993166,120816,0.42857142857142855
993172,105561,0.3333333333333333
993173,120816,0.5333333333333333
993175,120816,0.3333333333333333
993181,120816,0.0
993188,120816,0.6666666666666666
993190,120816,0.3227053515028533
993198,120816,0.3996976540529626
993210,120816,0.0
993211,106364,1.0
993221,120816,0.0
993225,120821,0.0
993225,120816,0.09090909090909091
993227,120816,0.25
993231,120816,0.0
993232,120816,0.26276782577778246
993233,120816,0.0
993238,106023,0.0
993238,120816,0.5
993242,120821,0.0
993251,120816,0.0
993267,106366,0.0
993272,120816,0.37254901960784315
993281,120816,0.0
993286,120816,0.2
993288,120816,0.6
993293,120816,0.6
993301,120816,0.7272727272727273
993301,120821,0.5
993309,120816,1.0
993315,120816,0.3101718764750225
993320,120816,0.0
993326,120823,0.5
993327,120816,0.0
993332,120816,0.25
993332,120821,0.5
993334,120816,0.28
993341,120816,0.18181818181818182
993346,120816,0.26666666666666666
993362,120816,0.3076923076923077
993363,120816,0.3333333333333333
993366,120816,0.125
993372,120821,0.2664684242405417
993375,120816,0.0
993378,120816,0.24832519457421046
993384,120816,0.2
993388,120816,0.0
993396,120816,0.2743400076678633
993399,120816,0.0
993400,120816,0.7857142857142857
993401,120816,0.0
993402,120816,0.09523809523809523
993404,120816,0.14285714285714285
993419,120816,0.0
993444,120816,0.6666666666666666
993446,120816,0.16666666666666666
993449,120821,1.0
993455,120816,0.0
993459,120816,0.2727272727272727
993459,120821,0.0
993465,120821,0.0
993466,120816,0.0
993469,120821,1.0
993469,120816,0.5
993471,120816,0.4
993475,120816,0.30784417462045854
993482,120816,0.0
993485,106366,0.3920555917356477
993486,120816,0.5
993488,120816,0.5
993489,120816,1.0
993494,120816,0.0
993498,120816,0.0
993507,120821,1.0
993507,120816,0.8333333333333334
993542,106020,0.0
993542,120816,0.0
993555,120821,0.41307444020014644
993556,120816,0.23076923076923078
993584,105561,1.0
993589,120816,0.0
993600,120816,0.5666666666666667
993603,120816,0.0
993612,120816,0.0
993613,120816,0.3961287184932921
993616,120816,0.16666666666666666
993624,105561,0.0
993625,120819,1.0
993631,120816,0.0
993639,120821,0.4980592245738333
993641,120821,0.48119835438962333
993642,120816,0.5170111442416445
993643,120816,0.5187308459703488
993648,120816,0.6666666666666666
993662,120821,1.0
993665,120816,0.6292407434204981
993681,120816,1.0
993683,120816,0.4
993686,120821,0.25
993688,120816,0.3333333333333333
993692,120816,0.7142857142857143
993692,120821,1.0
993694,106366,0.0
993701,120816,0.5
993702,120816,0.16666666666666666
993705,120816,0.4
993705,120821,1.0
993706,120816,1.0
993707,120816,1.0
993708,120816,0.5
993710,120816,1.0
993712,111794,0.0
993713,120816,0.45454545454545453
993713,120821,0.5
993715,120816,0.23809523809523808
993719,106366,0.2857142857142857
993719,120816,0.42105263157894735
993721,120816,0.6444444444444445
993723,120816,0.5
993723,111794,0.0
993732,120816,0.5080049575998925
993738,105561,0.5833333333333334
993742,120816,0.3333333333333333
993743,120816,0.0
993750,120816,1.0
993762,120816,0.4
993763,120816,1.0
993767,120816,0.0
993772,106366,0.0
993773,105561,1.0
993773,120816,0.5217391304347826
993773,120821,0.5654400041303626
993782,120821,0.546517319018728
993787,120816,0.14285714285714285
993793,120821,0.5
993798,106023,1.0
993801,106023,0.25
993807,120816,0.35135135135135137
993808,105561,0.6666666666666666
993808,120816,0.37673434091434155
993809,120816,0.38985676193420254
993815,120816,0.40150705841341033
993821,106023,0.396794856016848
993824,105561,0.16666666666666666
993825,120816,0.04
993826,120816,0.0
993828,120821,0.3033377680031127
993828,120816,0.24674262010498543
993830,120816,0.1111111111111111
993834,105561,0.4488114293615112
993840,120816,0.33300373597898775
993850,120816,0.0
993854,120816,0.0
993865,120816,0.7142857142857143
993874,120816,0.14285714285714285
993880,120816,1.0
993882,120816,0.14285714285714285
993884,120816,0.16666666666666666
993895,120821,0.3485223557580371
993895,120816,1.0
993897,105561,0.0
993897,120816,1.0
993918,120816,0.18181818181818182
993923,120816,0.5
993941,120816,0.0
993957,106023,0.4
993960,120816,0.5
993970,120816,0.0
993988,120816,0.0
993996,120816,0.27901634949627424
994010,120816,0.0
994011,120816,0.0
994012,120816,0.5454545454545454
994013,120816,0.0
994016,120816,0.0
994025,120816,0.625
994025,120821,0.38421945126185586
994026,120816,1.0
994031,120816,0.0
994035,120816,0.0
994037,120816,0.25
994047,120821,0.3333333333333333
994059,120816,0.0
994067,120816,0.1773137101882226
994070,120816,0.0
994082,120816,1.0
994086,120821,0.6666666666666666
994089,120816,0.32981794961836997
994104,105561,0.0
994108,120816,0.4270907291026195
994112,120816,0.4090715279896169
994114,120816,0.46153846153846156
994117,120816,0.0
994125,120816,0.5714285714285714
994130,120821,0.6363636363636364
994136,120816,0.0
994159,120816,0.1
994165,120816,0.10256410256410256
994169,120819,0.8
994171,106366,0.25
994181,120816,0.0
994183,120816,0.0
994185,120816,0.0
994189,120821,0.5
994191,120816,1.0
994193,120816,0.3333333333333333
994195,120816,0.0
994207,120816,0.2857142857142857
994207,120821,0.631578947368421
994212,120816,0.0
994217,120816,1.0
994225,120816,1.0
994225,106023,1.0
994227,120816,0.4393305225695541
994235,106366,0.2857142857142857
994237,120816,1.0
994238,120816,0.0
90416,120816,0.0
994241,120816,0.47368421052631576
994250,120816,0.0
994253,120816,0.5714285714285714
994259,120816,0.0
994260,106020,0.6435022904110698
994260,120816,0.5
994264,106364,1.0
994283,120816,0.16666666666666666
994302,120816,1.0
994306,120816,0.07142857142857142
994310,120816,0.25
994313,120816,0.6666666666666666
994314,120816,1.0
994328,120821,0.25
994343,120816,1.0
994345,120816,0.5702705443049215
994345,120821,0.0
994356,120821,1.0
994367,106364,0.8
994367,120816,0.625
994370,120821,1.0
994370,120816,0.3333333333333333
994374,120816,0.75
994378,120821,0.5269898498340729
994385,120816,0.8333333333333334
994389,120816,0.0
994390,106020,0.4613585697630887
994390,120823,0.5
994390,120816,0.42857142857142855
994395,120816,0.5122764944474009
994396,105561,0.375
994397,105561,0.5
994400,120816,0.44
994404,105561,0.2857142857142857
994410,120816,0.35273288485072124
994415,120816,0.024390243902439025
994418,106020,0.2
994418,120816,0.5806451612903226
994419,120816,0.7058823529411765
994421,106023,0.5
994421,120816,1.0
994423,120816,0.375
994424,120816,0.4642164318451272
994429,120816,0.4
994431,120821,1.0
994431,120816,0.6666666666666666
994432,120816,0.48936170212765956
994437,106366,1.0
994437,120821,0.75
994440,120821,0.5
994440,120816,0.6666666666666666
994441,120816,0.7931034482758621
994442,120821,1.0
994443,120816,0.8
994444,120816,0.5555555555555556
994445,120816,0.875
994445,120821,1.0
994447,120816,0.8333333333333334
994448,120816,0.4
994453,120816,0.5682039869184242
994457,120821,0.558418444112403
994459,120816,0.0
994465,120816,0.5
994483,106023,0.5
994487,105561,1.0
994494,120816,0.25
994498,120816,0.0
994502,120816,1.0
994505,120816,0.6096250768892015
994511,120816,0.7647058823529411
994512,120816,0.6923076923076923
994512,120821,0.6666666666666666
994513,120816,1.0
994516,120816,0.6666666666666666
994516,106366,0.0
994516,120821,1.0
994517,120816,1.0
994520,120816,1.0
994522,120816,0.6153846153846154
994523,120816,0.0
994523,120821,1.0
994525,120816,0.0
994527,120816,0.5
994528,120816,0.25
994530,120816,0.7647058823529411
994530,106366,0.3333333333333333
994530,120821,0.5925925925925926
994535,120816,0.6666666666666666
994538,120816,0.15384615384615385
994544,120816,0.5372840972874106
994558,106023,0.4822258880705357
994565,120816,0.47932645506311944
994578,120816,0.0
994582,120816,1.0
994585,120821,0.8
994587,120821,1.0
994590,105561,0.75
90451,120816,0.0
994593,120816,0.6
994593,106020,0.42857142857142855
994595,120816,0.2
994598,120821,0.5049903241062536
994604,120816,0.5926523243542414
994605,120816,0.5
994607,120816,0.6297754974691988
994608,120816,1.0
994610,106023,1.0
994624,120816,0.5999194599460935
994626,120823,0.5
994630,120821,0.5
994630,120816,0.4
994632,120816,0.6666666666666666
994638,120816,0.590003185862512
994640,120816,0.6666666666666666
994640,120821,0.3333333333333333
994642,105561,0.7777777777777778
994644,120816,0.0
994651,106020,0.40746143266067875
994651,120816,0.6742751106387753
994652,106364,0.2857142857142857
994655,105561,0.6283540700549485
994656,120816,1.0
994658,120816,0.6039823040171446
994665,120816,0.625
994669,120816,0.2
994672,120821,0.5744516628946976
994682,120816,0.0
994683,120816,0.4444444444444444
994691,120816,0.5
994701,120816,1.0
994707,120816,0.571324250909962
994708,120816,0.4
994710,120816,0.0
994716,120816,0.6666666666666666
994717,120816,0.25
994721,120816,0.09090909090909091
994731,120816,1.0
994735,120816,1.0
994741,120821,0.75
994741,120816,0.4375
994743,120816,0.0
994746,106366,0.0
994764,120816,0.0
994771,105561,1.0
994774,120816,0.8571428571428571
994779,120816,1.0
994783,120816,0.0
994790,120816,0.5166603972807501
994802,120816,0.4754277204904717
994803,120816,0.46153846153846156
994805,120816,0.3333333333333333
994815,120821,0.0
994815,120816,0.4827586206896552
994840,120816,1.0
994851,120816,0.7
994851,120821,0.26666666666666666
994855,120816,0.0
994862,120816,0.25
994865,120816,0.5
994865,120821,0.5333333333333333
994874,120816,0.0
994877,120816,0.4090909090909091
994890,120816,0.5714285714285714
994891,120816,0.5295151497066029
994893,105561,0.0
994910,120821,0.5
994914,120816,1.0
994915,120816,0.2857142857142857
994922,120821,0.0
994923,120816,0.15384615384615385
994933,120816,0.25
994941,120816,0.0
994949,120816,0.0
994960,120816,0.07142857142857142
994970,120816,0.26937193082147065
994981,120816,0.2677693990401262
994996,120816,0.0
995002,120816,0.16666666666666666
995004,120816,0.3333333333333333
995018,111794,0.0
995023,120816,1.0
995025,120816,0.45993680077800664
995026,111794,0.0
995029,120821,0.3333333333333333
995043,120816,0.8
995047,120821,0.25
995056,120816,1.0
995056,120821,0.0
995066,120816,0.0
995066,120821,0.2
995067,120816,0.2222222222222222
995070,120816,0.3004320696258779
995082,120821,0.31484401182619537
995086,120816,0.0
995086,120821,0.16666666666666666
995089,120821,0.314044541142256
995101,120816,1.0
995104,120821,0.0
995105,120816,0.16666666666666666
995105,120821,0.35380425592705705
995114,120821,1.0
995120,120816,0.07692307692307693
995123,106023,0.0
995123,120816,0.42857142857142855
995139,120823,1.0
995144,120816,0.0
995145,120816,0.02631578947368421
995146,120816,0.21144783548491505
995148,120816,1.0
995150,120816,0.4026601576316579
995151,104157,0.5218223102416634
995152,120816,1.0
995155,120816,0.0
995157,120816,1.0
995159,106020,0.6666666666666666
995159,120816,0.7
995160,105561,0.5
995160,120816,0.5522097362392641
995165,120823,0.6666666666666666
995165,120816,0.4
995173,106366,0.5280342724482102
995173,120816,0.75
995176,120816,0.2
995186,120816,1.0
995192,120816,1.0
995193,120816,0.0
995197,120816,0.0
995199,106020,0.2
995199,120816,0.7142857142857143
995200,120823,0.5353272397771787
995201,120816,1.0
995203,120821,0.8333333333333334
995207,120816,0.2
995217,120816,1.0
995218,120816,0.3157894736842105
995222,120816,0.2
995227,120821,1.0
995231,120816,0.25
995232,120816,0.439743899076214
995235,120816,0.0
995236,120816,0.5
995237,120816,0.84
995239,120821,0.8333333333333334
995239,120816,0.8333333333333334
995241,120821,1.0
995241,106366,0.0
995243,120816,0.5
995243,120821,0.8333333333333334
995244,120816,0.0
995245,120821,1.0
995247,106023,0.5
995247,120821,1.0
995247,120816,0.5333333333333333
995250,120816,1.0
995260,106023,0.0
995260,120821,0.0
995269,120816,1.0
995269,120821,0.0
995275,106023,0.16666666666666666
995276,120821,1.0
995276,120816,0.3333333333333333
995277,120816,0.561377924083701
995280,116140,0.36961103749533597
995280,120821,0.4
995282,120816,0.3333333333333333
995282,120821,0.0
995287,120816,0.48746210156859676
995296,120816,0.0
995296,106366,0.44332764794980506
995296,120821,0.4950300914826078
995312,120816,0.6153373696420266
995318,120816,0.0
995323,120816,1.0
995325,120816,1.0
995327,120816,0.0
995333,120823,0.0
995334,120816,0.8571428571428571
995345,120816,0.41805895294708206
995347,120816,0.0
995354,106366,0.0
995370,120816,0.44751760650488237
995385,120816,1.0
995388,106366,0.5
995389,120816,0.4491685403986306
995396,120821,1.0
995400,120816,0.2857142857142857
995409,106020,0.5
995409,120816,1.0
995412,120816,0.5714285714285714
995413,111794,0.042614203766446
995416,105561,0.8571428571428571
995416,120821,0.44578348901623976
995416,120816,0.0
995417,120816,1.0
995425,120816,0.6923076923076923
995438,120816,0.5
995443,120816,0.09523809523809523
995446,120816,1.0
995447,120816,0.027777777777777776
995449,120816,0.05263157894736842
995453,120816,1.0
995460,105561,0.25
995472,120816,0.1
995475,120816,0.0
995477,120816,0.5
995478,120816,0.0
995493,120816,0.5
995498,120816,0.0
995500,120816,0.125
995501,120816,0.1111111111111111
995508,120816,1.0
995508,120821,0.3481568054442208
995509,106023,1.0
995518,120816,1.0
995519,120816,0.4
995524,120816,0.0
995530,120816,0.0
995537,105561,1.0
995541,120816,0.39077054754969176
995547,120821,1.0
995549,120821,0.41348637439871677
995550,120821,0.40615905311181744
995569,120816,0.0
995572,106366,1.0
995574,120816,1.0
995576,120816,0.0
995578,120816,0.43573383373243685
995581,120816,0.4583333333333333
995581,106020,0.0
995581,106364,1.0
995582,105561,1.0
995582,120816,0.2727272727272727
995587,120816,0.4627635709713719
995589,120821,0.6666666666666666
995589,120816,0.7142857142857143
995590,120816,0.8571428571428571
995590,120821,1.0
995593,120816,0.0
995598,120816,0.0
995599,120816,0.75
995601,120821,0.3333333333333333
995606,120816,0.0
995608,120816,0.15384615384615385
995618,120816,0.0
995628,120816,0.0
995632,120819,0.0
995635,120816,0.75
995636,120821,0.47243651447103213
995636,120816,0.5322900294206
995642,120816,0.5
